index,eigenvalue
0,1.434096
1,1.1987349
2,0.87612945
3,0.2832077
4,0.19922815
5,0.14145513
6,0.04928798
7,0.040273245
8,0.033576913
9,0.022834493
10,0.018759103
11,0.0077794134
12,1.3721734e-07
13,1.1236494e-07
14,1.08130784e-07
15,1.07066086e-07
16,1.0420996e-07
17,8.8085436e-08
18,8.369984e-08
19,8.331738e-08
20,8.0443996e-08
21,7.182134e-08
22,6.9342676e-08
23,6.877239e-08
24,6.602724e-08
25,6.5619936e-08
26,6.269514e-08
27,5.9331686e-08
28,5.3805227e-08
29,4.945692e-08
30,4.8162814e-08
31,4.3311175e-08
32,4.192439e-08
33,4.075883e-08
34,3.94268e-08
35,3.8900932e-08
36,3.873275e-08
37,3.6748375e-08
38,3.6692203e-08
39,3.6136907e-08
40,3.27047e-08
41,3.2646863e-08
42,3.256939e-08
43,3.0434308e-08
44,3.0078414e-08
45,2.977513e-08
46,2.9761905e-08
47,2.9139425e-08
48,2.9006811e-08
49,2.8315805e-08
50,2.712358e-08
51,2.5895147e-08
52,2.5733524e-08
53,2.5681569e-08
54,2.499628e-08
55,2.46598e-08
56,2.4286514e-08
57,2.4071083e-08
58,2.3860139e-08
59,2.2935248e-08
60,2.2812362e-08
61,2.246875e-08
62,2.230097e-08
63,2.2152685e-08
64,2.2031472e-08
65,2.1283814e-08
66,2.1015074e-08
67,2.0772104e-08
68,2.0752488e-08
69,2.0698817e-08
70,2.0483801e-08
71,2.0370292e-08
72,2.000736e-08
73,1.869896e-08
74,1.8686437e-08
75,1.8095921e-08
76,1.8041233e-08
77,1.7397358e-08
78,1.7259628e-08
79,1.7162701e-08
80,1.696341e-08
81,1.6926702e-08
82,1.6774528e-08
83,1.6284599e-08
84,1.6137202e-08
85,1.6045936e-08
86,1.5750377e-08
87,1.5595768e-08
88,1.5541513e-08
89,1.5358694e-08
90,1.5233658e-08
91,1.4981103e-08
92,1.48512775e-08
93,1.4292216e-08
94,1.419554e-08
95,1.4038289e-08
96,1.3868774e-08
97,1.3653824e-08
98,1.3517897e-08
99,1.32886235e-08
100,1.3224065e-08
101,1.3128212e-08
102,1.3083825e-08
103,1.2824303e-08
104,1.26911e-08
105,1.2686709e-08
106,1.2382113e-08
107,1.2371351e-08
108,1.2359565e-08
109,1.2193985e-08
110,1.2150686e-08
111,1.2069481e-08
112,1.198402e-08
113,1.1817312e-08
114,1.1583025e-08
115,1.1522892e-08
116,1.1430273e-08
117,1.1142175e-08
118,1.0990441e-08
119,1.0859503e-08
120,1.0825553e-08
121,1.0600972e-08
122,1.0590279e-08
123,1.0511724e-08
124,1.0434055e-08
125,1.0260143e-08
126,1.0249786e-08
127,1.020587e-08
128,1.0115155e-08
129,1.0032276e-08
130,1.0019248e-08
131,9.918211e-09
132,9.717757e-09
133,9.669658e-09
134,9.668873e-09
135,9.543185e-09
136,9.4787955e-09
137,9.342351e-09
138,9.2037284e-09
139,9.0453405e-09
140,8.970457e-09
141,8.953119e-09
142,8.917826e-09
143,8.881904e-09
144,8.8704954e-09
145,8.6356e-09
146,8.494463e-09
147,8.428732e-09
148,8.33692e-09
149,8.244445e-09
150,8.224466e-09
151,8.1586675e-09
152,8.0052e-09
153,7.9828215e-09
154,7.837988e-09
155,7.783258e-09
156,7.692012e-09
157,7.688538e-09
158,7.629911e-09
159,7.550457e-09
160,7.532401e-09
161,7.51773e-09
162,7.505079e-09
163,7.472156e-09
164,7.387001e-09
165,7.3525084e-09
166,7.138078e-09
167,6.998453e-09
168,6.9735875e-09
169,6.9361326e-09
170,6.9297514e-09
171,6.850228e-09
172,6.8115087e-09
173,6.6907635e-09
174,6.542855e-09
175,6.4664087e-09
176,6.4473813e-09
177,6.442468e-09
178,6.4338908e-09
179,6.4089902e-09
180,6.3025025e-09
181,6.2812373e-09
182,6.2339645e-09
183,6.131447e-09
184,6.1200693e-09
185,6.1174563e-09
186,6.0645116e-09
187,6.049419e-09
188,5.8526486e-09
189,5.82883e-09
190,5.82369e-09
191,5.7712986e-09
192,5.659563e-09
193,5.6424834e-09
194,5.631727e-09
195,5.6095364e-09
196,5.5038547e-09
197,5.4849565e-09
198,5.466601e-09
199,5.4499476e-09
200,5.415846e-09
201,5.356684e-09
202,5.2907096e-09
203,5.2397513e-09
204,5.2124016e-09
205,5.1827027e-09
206,5.1693636e-09
207,5.166151e-09
208,5.1561995e-09
209,5.1496905e-09
210,5.0894924e-09
211,5.0445e-09
212,5.0383124e-09
213,5.0360525e-09
214,5.012275e-09
215,4.9910143e-09
216,4.9171875e-09
217,4.880673e-09
218,4.7919744e-09
219,4.6686495e-09
220,4.645203e-09
221,4.625645e-09
222,4.581701e-09
223,4.536865e-09
224,4.4099293e-09
225,4.3785082e-09
226,4.3696007e-09
227,4.3510986e-09
228,4.3068416e-09
229,4.300187e-09
230,4.299372e-09
231,4.290289e-09
232,4.267332e-09
233,4.2619552e-09
234,4.232223e-09
235,4.180444e-09
236,4.174066e-09
237,4.1665658e-09
238,4.165779e-09
239,4.157251e-09
240,4.1317065e-09
241,4.1111785e-09
242,4.08671e-09
243,4.0746357e-09
244,4.0486285e-09
245,4.044881e-09
246,4.007079e-09
247,3.9858215e-09
248,3.9802797e-09
249,3.9703836e-09
250,3.8885366e-09
251,3.8416634e-09
252,3.8275023e-09
253,3.7905115e-09
254,3.7516448e-09
255,3.739211e-09
256,3.7389087e-09
257,3.7153656e-09
258,3.6598498e-09
259,3.612423e-09
260,3.5767511e-09
261,3.5620131e-09
262,3.5601142e-09
263,3.5004386e-09
264,3.4936525e-09
265,3.4505931e-09
266,3.3628307e-09
267,3.3527565e-09
268,3.3525656e-09
269,3.35089e-09
270,3.3491934e-09
271,3.3048186e-09
272,3.3010557e-09
273,3.297818e-09
274,3.2937684e-09
275,3.2335625e-09
