index,eigenvalue
0,3044.2754
1,362.2243
2,108.643936
3,93.347824
4,60.45273
5,49.116783
6,42.17117
7,30.605043
8,28.934261
9,25.643333
10,19.72496
11,16.521656
12,0.00043394277
13,0.00028193544
14,0.00023451501
15,0.00022072908
16,0.00021090974
17,0.0001979232
18,0.00019298906
19,0.00019060604
20,0.00019030957
21,0.0001757472
22,0.00017403567
23,0.00016551692
24,0.00016292687
25,0.00016103478
26,0.00013811882
27,0.00013619766
28,0.00013011514
29,0.00012566161
30,0.00012498064
31,0.00011757114
32,0.000116270356
33,0.0001132018
34,0.00011171514
35,0.000106665684
36,0.000104982646
37,0.00010394263
38,8.89847e-05
39,8.895456e-05
40,8.81288e-05
41,8.502282e-05
42,7.860429e-05
43,7.614125e-05
44,7.1021364e-05
45,7.062066e-05
46,7.0518385e-05
47,6.857416e-05
48,6.598893e-05
49,6.534796e-05
50,6.285099e-05
51,6.1004015e-05
52,6.035226e-05
53,6.0066304e-05
54,5.9479025e-05
55,5.8289606e-05
56,5.753633e-05
57,5.7156718e-05
58,5.650525e-05
59,5.5848523e-05
60,5.487259e-05
61,5.3153937e-05
62,5.245844e-05
63,5.222324e-05
64,5.1004445e-05
65,5.0346127e-05
66,5.0332914e-05
67,4.9234455e-05
68,4.892805e-05
69,4.8720263e-05
70,4.8395323e-05
71,4.8003603e-05
72,4.797638e-05
73,4.7953654e-05
74,4.794073e-05
75,4.766465e-05
76,4.7463483e-05
77,4.6843226e-05
78,4.6341404e-05
79,4.5826193e-05
80,4.5779096e-05
81,4.449506e-05
82,4.4404063e-05
83,4.3985758e-05
84,4.34797e-05
85,4.344451e-05
86,4.260438e-05
87,4.2594093e-05
88,4.2539592e-05
89,4.2396634e-05
90,4.239626e-05
91,4.2359203e-05
92,4.2212923e-05
93,4.2142932e-05
94,4.2128395e-05
95,4.208753e-05
96,4.2018954e-05
97,4.186227e-05
98,4.1827963e-05
99,4.163478e-05
100,4.1567797e-05
101,4.1394484e-05
102,4.130042e-05
103,4.106959e-05
104,4.106369e-05
105,4.105559e-05
106,4.0672378e-05
107,4.0552048e-05
108,4.0336505e-05
109,4.0231953e-05
110,4.0216768e-05
111,4.020948e-05
112,4.014243e-05
113,4.001112e-05
114,3.99072e-05
115,3.9659524e-05
116,3.9402687e-05
117,3.92721e-05
118,3.927185e-05
119,3.9218925e-05
120,3.902882e-05
121,3.8957594e-05
122,3.8953025e-05
123,3.8911523e-05
124,3.8652932e-05
125,3.8633156e-05
126,3.837293e-05
127,3.8306593e-05
128,3.826238e-05
129,3.81476e-05
130,3.811612e-05
131,3.8066733e-05
132,3.8001686e-05
133,3.798316e-05
134,3.7931473e-05
135,3.7897662e-05
136,3.7815633e-05
137,3.7796057e-05
138,3.7780243e-05
139,3.7777387e-05
140,3.7573063e-05
141,3.750193e-05
142,3.7465743e-05
143,3.7396792e-05
144,3.7382866e-05
145,3.6975103e-05
146,3.692549e-05
147,3.6873e-05
148,3.6852864e-05
149,3.6740043e-05
150,3.667395e-05
151,3.6479898e-05
152,3.644507e-05
153,3.6318306e-05
154,3.629483e-05
155,3.6279675e-05
156,3.6043803e-05
157,3.594962e-05
158,3.5903453e-05
159,3.5835074e-05
160,3.5767192e-05
161,3.572919e-05
162,3.5606823e-05
163,3.553115e-05
164,3.5404228e-05
165,3.531728e-05
166,3.5234163e-05
167,3.5187586e-05
168,3.5064277e-05
169,3.5045003e-05
170,3.50229e-05
171,3.5003737e-05
172,3.4966044e-05
173,3.4956392e-05
174,3.4800258e-05
175,3.473913e-05
176,3.466908e-05
177,3.4633016e-05
178,3.460952e-05
179,3.45084e-05
180,3.4478115e-05
181,3.4472418e-05
182,3.4417633e-05
183,3.435136e-05
184,3.427499e-05
185,3.409744e-05
186,3.406632e-05
187,3.4062836e-05
188,3.4054567e-05
189,3.4041383e-05
190,3.4024375e-05
191,3.400573e-05
192,3.3977445e-05
193,3.39145e-05
194,3.385887e-05
195,3.374738e-05
196,3.361707e-05
197,3.360314e-05
198,3.3586606e-05
199,3.3472905e-05
200,3.3458862e-05
201,3.344391e-05
202,3.3380726e-05
203,3.325349e-05
204,3.324268e-05
205,3.3006338e-05
206,3.2947173e-05
207,3.291856e-05
208,3.276511e-05
209,3.2699823e-05
210,3.266963e-05
211,3.2658714e-05
212,3.262028e-05
213,3.260844e-05
214,3.2511416e-05
215,3.243316e-05
216,3.240663e-05
217,3.2360495e-05
218,3.2289976e-05
219,3.222344e-05
220,3.211243e-05
221,3.1986678e-05
222,3.188903e-05
223,3.187479e-05
224,3.1845157e-05
225,3.1812364e-05
226,3.177821e-05
227,3.1754458e-05
228,3.174181e-05
229,3.1696774e-05
230,3.168923e-05
231,3.16841e-05
232,3.1585227e-05
233,3.1569514e-05
234,3.1568732e-05
235,3.1491854e-05
236,3.1410436e-05
237,3.1410083e-05
238,3.1359355e-05
239,3.1358788e-05
240,3.1290372e-05
241,3.1289816e-05
242,3.128488e-05
243,3.1281143e-05
244,3.1178442e-05
245,3.1145235e-05
246,3.1122705e-05
247,3.111273e-05
248,3.101e-05
249,3.1002604e-05
250,3.0971765e-05
251,3.092442e-05
252,3.0857816e-05
253,3.08323e-05
254,3.0828873e-05
255,3.0737723e-05
256,3.0700903e-05
257,3.0691066e-05
258,3.057837e-05
259,3.0436973e-05
260,3.0287e-05
261,3.0262485e-05
262,3.0218629e-05
263,3.0136185e-05
264,3.0109855e-05
265,3.009489e-05
266,2.9981735e-05
267,2.9971608e-05
268,2.996474e-05
269,2.9949875e-05
270,2.9949151e-05
271,2.9907387e-05
272,2.9900404e-05
273,2.9881336e-05
274,2.9861494e-05
275,2.9818006e-05
276,2.976354e-05
277,2.9753914e-05
278,2.9713421e-05
279,2.969636e-05
280,2.9681694e-05
281,2.9678691e-05
282,2.9660589e-05
283,2.960567e-05
284,2.9580517e-05
285,2.95737e-05
286,2.9544226e-05
287,2.9402097e-05
288,2.9368817e-05
289,2.9357976e-05
290,2.9160115e-05
291,2.915239e-05
292,2.9132114e-05
293,2.9095689e-05
294,2.904279e-05
295,2.9040435e-05
296,2.9005287e-05
297,2.8996164e-05
298,2.8980023e-05
299,2.8969405e-05
300,2.8934339e-05
301,2.8830325e-05
302,2.8826275e-05
303,2.8817953e-05
304,2.8816889e-05
305,2.880678e-05
306,2.8772454e-05
307,2.8766863e-05
308,2.864436e-05
309,2.8556055e-05
310,2.8499153e-05
311,2.8339737e-05
312,2.8339024e-05
313,2.8325914e-05
314,2.8317494e-05
315,2.8305507e-05
316,2.8271981e-05
317,2.8261795e-05
318,2.8222408e-05
319,2.8213595e-05
320,2.8189692e-05
321,2.818304e-05
322,2.8179244e-05
323,2.814144e-05
324,2.805183e-05
325,2.804842e-05
326,2.804014e-05
327,2.8034785e-05
328,2.8007209e-05
329,2.7924874e-05
330,2.79227e-05
331,2.7915108e-05
332,2.7912942e-05
333,2.7912265e-05
334,2.7874408e-05
335,2.7860642e-05
336,2.7784641e-05
337,2.7718881e-05
338,2.7572909e-05
339,2.754985e-05
340,2.7546928e-05
341,2.7536134e-05
342,2.7490958e-05
343,2.7436488e-05
344,2.7350212e-05
345,2.7311678e-05
346,2.728706e-05
347,2.7261829e-05
348,2.723168e-05
349,2.7033071e-05
350,2.7018878e-05
351,2.7002989e-05
352,2.6996126e-05
353,2.6994865e-05
354,2.6977677e-05
355,2.6971195e-05
356,2.6910337e-05
357,2.6823456e-05
358,2.6795671e-05
359,2.6764177e-05
360,2.6734031e-05
361,2.6717087e-05
362,2.6714819e-05
363,2.6656464e-05
364,2.656771e-05
365,2.655902e-05
366,2.6550964e-05
367,2.6518672e-05
368,2.6492842e-05
369,2.6435873e-05
370,2.6434695e-05
371,2.6428097e-05
372,2.6426475e-05
373,2.641597e-05
374,2.6408756e-05
375,2.640862e-05
376,2.6404643e-05
377,2.638571e-05
378,2.6290942e-05
379,2.6244225e-05
380,2.6207028e-05
381,2.6192281e-05
382,2.6165335e-05
383,2.614968e-05
384,2.6098132e-05
385,2.6021982e-05
386,2.5993095e-05
387,2.5975742e-05
388,2.595871e-05
389,2.5950023e-05
390,2.5912625e-05
391,2.5869778e-05
392,2.5861507e-05
393,2.5859972e-05
394,2.581936e-05
395,2.581529e-05
396,2.5780682e-05
397,2.5775691e-05
398,2.5756619e-05
399,2.5656173e-05
400,2.5586469e-05
401,2.5578665e-05
402,2.5551364e-05
403,2.5508172e-05
404,2.5493686e-05
405,2.5469586e-05
406,2.543428e-05
407,2.5433514e-05
408,2.5418913e-05
409,2.5414769e-05
410,2.5402833e-05
411,2.5393561e-05
412,2.5362673e-05
413,2.5344234e-05
414,2.5265945e-05
415,2.5212068e-05
416,2.520894e-05
417,2.520766e-05
418,2.5179648e-05
419,2.5055353e-05
420,2.5040097e-05
421,2.5015499e-05
422,2.498283e-05
423,2.4978752e-05
424,2.4959423e-05
425,2.491936e-05
426,2.4918036e-05
427,2.4878533e-05
428,2.4870496e-05
429,2.4851663e-05
430,2.4839492e-05
431,2.4816189e-05
432,2.4659555e-05
433,2.4653807e-05
434,2.4651454e-05
435,2.4647146e-05
436,2.4615896e-05
437,2.4568504e-05
438,2.4542645e-05
439,2.4542183e-05
440,2.4476798e-05
441,2.4462859e-05
442,2.4458366e-05
443,2.4428231e-05
444,2.4426065e-05
445,2.4310273e-05
446,2.425699e-05
447,2.4249228e-05
448,2.4244535e-05
449,2.4212992e-05
450,2.4207364e-05
451,2.4179197e-05
452,2.4170236e-05
453,2.4139581e-05
454,2.4134446e-05
455,2.4099818e-05
456,2.4099107e-05
457,2.4098987e-05
458,2.4077051e-05
459,2.4070001e-05
460,2.40376e-05
461,2.4032717e-05
462,2.4020657e-05
463,2.4015138e-05
464,2.4012357e-05
465,2.3984754e-05
466,2.39778e-05
467,2.3966542e-05
468,2.3966104e-05
469,2.3964449e-05
470,2.3951205e-05
471,2.3884959e-05
472,2.3882276e-05
473,2.3830944e-05
474,2.3756556e-05
475,2.3744324e-05
476,2.3727936e-05
477,2.3589404e-05
478,2.356933e-05
479,2.3567483e-05
480,2.3564819e-05
481,2.356358e-05
482,2.3536139e-05
483,2.3508186e-05
484,2.3507213e-05
485,2.34642e-05
486,2.3376166e-05
487,2.337478e-05
488,2.3337483e-05
489,2.3322329e-05
490,2.3284405e-05
491,2.327981e-05
492,2.3271568e-05
493,2.3266828e-05
494,2.3234013e-05
495,2.3233102e-05
496,2.322789e-05
497,2.322406e-05
498,2.3209466e-05
499,2.3193712e-05
500,2.3137529e-05
501,2.3129485e-05
502,2.30563e-05
503,2.3047643e-05
504,2.2931401e-05
505,2.288721e-05
506,2.2877432e-05
507,2.2822122e-05
508,2.2789876e-05
509,2.2781285e-05
510,2.2734166e-05
511,2.2701328e-05
512,2.2674858e-05
513,2.2674312e-05
514,2.2663227e-05
515,2.265059e-05
516,2.26438e-05
517,2.2613607e-05
518,2.2605569e-05
519,2.257089e-05
520,2.2563274e-05
521,2.2558997e-05
522,2.2542074e-05
523,2.253949e-05
